AREAKEY,YEAR,TRCTPOP8,SHR8D,SHRWHT8,SHRBLK8,SHRAMI8N,SHRAPI8N,SHROTH8N,SHRHSP8,NUMHHS8,SMHSE8,LCLMV8,EDUC168,EDUCPP8,UNEMPRT8,WELFARE8,FAVINC8D,AVHHIN8N,AVHHIN8,FEM198A,FEM248,FEM298,FEM348,FEM748,FEM758,MEN198A,MEN248,MEN298,MEN348,MEN748,MEN758,TOTHSUN8,VACHU8,RNTOCC8,OWNOCC8,TTUNIT58,AGGVAL8,M35PI108,M35PI208,M35PIX8,MDGRENT8,R35PI108,R35PI208,R35PIX8
44007017800,2000,2572,2572,0.837869,0.084759,0,146,53,0.084759,1120,0.427961,0.452758,193,1755,0.037184,0.127679,592,38822300,34662.76786,37,116,150,78,101,214,16,118,132,101,93,58,1123,91,766,266,447,11885000,0,13,18,482,103,60,14
44007017900,2000,3353,3353,0.874739,0.036982,22,225,49,0.062332,1397,0.3915,0.405988,101,2079,0.076157,0.209735,771,55845300,39975.16106,50,141,149,149,92,147,49,117,98,189,57,96,1588,116,1215,257,650,7982500,0,7,12,495,123,94,29
44007018000,2000,3145,3145,0.777424,0.057234,40,251,229,0.129094,1629,0.403931,0.433412,117,2232,0.13516,0.244936,603,40652400,24955.43278,41,136,53,101,186,359,55,51,89,82,142,153,1759,128,1512,119,1130,4272500,0,0,0,389,265,148,14
44007018100,2000,2787,2787,0.813419,0.048798,9,161,214,0.10836,1192,0.376297,0.420192,119,1654,0.088339,0.193792,605,36831300,30898.74161,36,109,136,127,82,172,30,117,110,141,70,60,1253,87,960,206,576,8095000,0,10,6,506,170,132,38
44007018200,2000,2380,2380,0.921429,0.048739,0,22,49,0.059244,959,0.463277,0.359228,130,1444,0.10219,0.138686,551,34119800,35578.51929,52,82,120,85,75,102,54,67,127,112,47,23,1142,61,809,272,402,5960000,0,7,0,546,134,68,42
44007018300,2000,1757,1757,0.815595,0.122368,0,51,58,0.10757,710,0.376225,0.436887,70,1040,0.049689,0.21831,472,22364600,31499.43662,23,94,85,67,72,19,12,75,69,59,42,19,769,32,623,114,323,4347500,0,0,6,437,69,47,31
44007018400,2000,6795,6795,0.847241,0.035467,0,226,571,0.118175,2716,0.629291,0.233071,598,4570,0.032167,0.180781,1888,119445662,43978.52062,53,246,237,251,338,406,63,194,117,260,259,229,2644,53,1215,1376,928,147258457,32,55,102,444,229,128,33
44007018500,2000,2873,2873,0.968674,0.017751,7,30,6,0.030282,1119,0.579295,0.310206,183,2060,0.036398,0.07328,758,53186953,47530.7891,24,88,89,52,120,244,37,77,110,91,94,106,1170,57,459,658,135,58589547,11,30,58,532,34,30,35
44007000101,2010,5064,5052,0.428543151,0.165874901,56,354,1441,0.384,1212,0.784,0.063,429,2287,0.132,0.051,917,67533200,55720.462,536,270,265,103,91,84,544,268,67,72,79,67,1359,147,537,675,38,176987500,61.5,92,160,851,56,64,292
44007000102,2010,5303,4854,0.274618871,0.26946848,76,186,1829,0.477,1834,0.86,0.099,801,3207,0.105,0.014,1293,100515000,54806.434,22,175,150,234,226,118,61,159,289,87,183,10,2046,212,774,1060,243,237867500,67,105,290,769,45,120,220
44007000200,2010,6452,5874,0.195607763,0.147940075,9,468,3273,0.718,2010,0.692,0.23,635,3380,0.201,0.08,1359,78125600,38868.458,112,330,170,190,171,77,99,155,213,250,131,36,2495,485,1389,621,581,147527500,64,67,208,834,71,259,576
44007000300,2010,6714,7377,0.263115087,0.154534364,87,628,3170,0.621,2210,0.793,0.187,541,4083,0.188,0.165,1468,81192900,36738.869,115,419,380,316,119,67,116,337,188,201,131,65,2664,454,1731,479,639,0,26,36,207,884,238,268,874
44007000400,2010,3761,4367,0.219372567,0.23929471,44,156,2078,0.663,1133,0.769,0.218,161,2026,0.239,0.158,987,40656600,35884.025,117,151,201,173,40,39,112,205,86,187,23,12,1356,223,846,287,0,70625000,16,32,126,838,112,129,370
44007000500,2010,3040,2976,0.124663978,0.355510753,19,8,1445,0.642,930,0.79,0.196,101,1431,0.261,0.139,649,31965500,34371.505,55,94,73,186,86,54,91,130,24,75,73,8,1129,199,621,309,170,50647500,37,23,66,870,162,135,146
44007000600,2010,1665,1994,0.462888666,0.209628887,41,94,403,0.409,438,0.804,0.099,120,1005,0.139,0.155,324,20997400,47939.269,128,52,0,106,26,215,136,69,0,33,8,51,544,106,275,163,14,28157500,0,24,74,1047,67,49,24
44007000700,2010,2671,2370,0.206751055,0.165822785,100,75,1184,0.571,1039,0.824,0.134,160,1316,0.393,0.175,568,19843600,19098.749,92,95,90,107,115,25,8,49,84,0,42,41,1203,164,900,139,637,27875000,27,0,49,334,246,69,8
44007000800,2010,4569,3619,0.688588008,0.089527494,40,333,258,0.153,1552,0.525,0.125,606,1624,0.147,0.026,251,73009200,47042.01,666,335,87,69,85,156,688,260,64,106,79,91,1839,287,1535,17,1802,0,0,0,7,789,164,141,374
44007000900,2010,2317,2598,0.556966898,0.107775212,14,357,341,0.203,1012,0.508,0.262,327,1279,0.154,0.016,191,34638100,34227.372,217,381,96,54,85,139,184,317,251,92,109,11,1224,212,893,119,473,29925000,0,16,21,872,154,87,170
44007001000,2010,2456,2309,0.360329147,0.175833694,41,131,765,0.45,1152,0.507,0.312,292,1515,0.142,0.025,421,34084300,29587.066,11,216,89,103,57,30,53,240,219,51,9,51,1329,177,1046,106,684,26587500,5.5,0,36,573,46,220,182
44007001100,2010,2473,2370,0.644725738,0.033333333,0,84,512,0.271,1026,0.674,0.219,659,1481,0.083,0.061,378,80952800,78901.365,0,327,106,106,64,114,43,205,255,127,11,10,1359,333,712,314,276,105397500,40,86,41,905,82,90,390
44007001200,2010,2895,2598,0.265973826,0.193225558,122,4,1223,0.659,1044,0.711,0.249,285,1523,0.21,0.104,658,37493500,35913.314,37,87,101,75,48,9,49,129,180,57,13,0,1174,130,925,119,615,31842500,3.5,0,44,670,192,91,214
44007001300,2010,4256,4287,0.378353161,0.053650571,80,906,1273,0.423,1442,0.736,0.227,795,2717,0.094,0.08,791,77454400,53713.176,138,159,213,241,59,97,93,202,380,161,14,52,1784,342,997,445,366,125030000,20,34,116,920,59,257,302
44007001400,2010,6693,7124,0.177849523,0.153144301,18,985,3435,0.655,1990,0.621,0.289,117,3632,0.151,0.112,1490,74606000,37490.452,98,412,321,318,160,32,127,455,283,432,76,0,2396,406,1585,405,360,102242500,40,95,57,907,323,138,474
44007001500,2010,2994,3033,0.374546653,0.182327728,122,391,794,0.404,1031,0.828,0.159,286,1813,0.17,0.031,729,67262300,65239.864,62,130,126,149,25,88,35,148,155,60,1,39,1173,142,434,597,50,123395000,45,8,193,929,27,55,62
44007001600,2010,8540,8044,0.304574838,0.105544505,0,409,4086,0.743,2355,0.769,0.18,527,4464,0.176,0.065,1644,104751400,44480.425,157,323,245,218,158,132,168,567,481,363,164,139,2967,612,1689,666,192,141070000,47,77,289,950,203,247,656
44007001700,2010,3744,4005,0.429213483,0.104619226,0,64,1521,0.534,1276,0.75,0.22,292,2448,0.175,0.08,861,56691300,44428.918,47,177,266,212,167,63,41,116,211,188,65,27,1537,261,673,603,79,137575000,13,107,228,929,79,162,72
44007001800,2010,7114,7008,0.316210046,0.120576484,55,793,2627,0.562,2174,0.889,0.091,596,3764,0.179,0.1,1560,98200200,45170.285,150,212,258,233,138,202,13,265,266,107,101,176,2416,242,1282,892,550,198855000,45.5,20,381,715,102,179,448
44007001900,2010,5559,5054,0.212307083,0.167787891,141,280,2056,0.588,1719,0.875,0.097,336,2800,0.156,0.066,1073,69911800,40670.041,84,232,155,203,65,22,76,382,243,187,110,90,2233,514,1307,412,514,95520000,27.5,57,208,864,122,222,360
44007002000,2010,6323,6214,0.528323141,0.213871902,0,148,1208,0.365,2011,0.826,0.129,532,3137,0.104,0.113,1240,86381800,42954.649,487,314,239,229,133,172,137,354,215,281,117,109,2164,153,1314,697,729,163782500,61.5,51,186,774,168,203,248
44007002101,2010,2575,2704,0.450813609,0.280695266,47,0,624,0.516,999,0.722,0.174,403,1844,0.174,0.012,656,52379800,52432.232,65,27,186,98,129,65,13,226,137,200,53,63,1081,82,384,615,53,130712500,59,71,61,917,49,31,246
44007002102,2010,5839,5064,0.541666667,0.214257504,0,0,1102,0.438,1691,0.878,0.102,560,3145,0.144,0.014,1247,109045600,64485.866,177,211,247,140,113,87,143,166,217,226,96,84,2307,616,824,867,100,197810000,75.5,40,151,911,214,135,286
44007002200,2010,4746,4967,0.392591101,0.201127441,199,149,1418,0.501,1565,0.711,0.242,221,2402,0.15,0.111,1148,59698300,38145.879,45,205,240,191,86,54,66,317,286,166,97,44,1919,354,1114,451,167,110935000,24.5,65,160,990,191,202,692
44007002300,2010,5307,5629,0.740628886,0.093622313,0,89,697,0.18,1883,0.7,0.176,1034,3073,0.073,0.03,974,115969600,61587.679,61,560,117,124,139,555,160,782,58,174,164,171,2309,426,895,988,195,269652500,63,102,93,1133,170,156,432
44007002400,2010,6760,8234,0.832888025,0.116711197,13,43,261,0.08,2117,0.766,0.101,1324,3803,0.041,0.02,1315,150246200,70971.28,1318,685,138,288,211,266,633,785,100,221,94,227,2255,138,546,1571,63,364500000,125.5,60,294,991,0,126,306
44007002500,2010,2984,2919,0.454607742,0.083247688,24,310,959,0.37,1311,0.786,0.082,766,1965,0.067,0.05,533,88273100,67332.647,25,70,232,110,26,11,20,108,247,255,6,10,1657,346,1055,256,690,59062500,3,66,91,1025,131,109,466
44007002600,2010,3098,3159,0.374485597,0.276986388,8,346,650,0.389,1210,0.839,0.106,206,1657,0.123,0.12,638,38213700,31581.57,70,215,102,159,59,92,63,268,76,45,30,12,1600,390,962,248,279,49977500,0,8,111,822,177,75,314
44007002700,2010,5777,5397,0.491198814,0.176023717,35,85,1465,0.41,1571,0.723,0.179,188,2139,0.189,0.157,1034,49428900,31463.335,345,617,332,201,61,36,199,639,149,162,47,39,1870,299,1178,393,511,78525000,40,31,113,702,215,295,208
44007002800,2010,6092,6284,0.573360917,0.289306174,11,19,743,0.297,2490,0.784,0.164,541,3847,0.165,0.06,1529,108096100,43412.088,10,307,300,213,264,202,120,223,277,94,197,174,2830,340,1504,986,580,198177500,36,108,209,791,110,336,208
44007002900,2010,6760,6950,0.507625899,0.255971223,0,244,1069,0.386,2971,0.898,0.085,850,4791,0.106,0.032,1598,134055700,45121.407,121,238,199,460,152,380,80,130,193,453,180,213,3292,321,1642,1329,538,310802500,144.5,177,322,830,157,350,492
44007003100,2010,4315,3953,0.516316721,0.253225398,33,521,236,0.091,2048,0.735,0.147,1111,2463,0.165,0.03,719,102050800,49829.492,6,418,359,113,150,207,31,414,129,91,211,112,2409,361,1671,377,1099,176575000,24.5,16,38,827,219,189,232
44007003200,2010,3270,3457,0.685276251,0.11107897,0,155,243,0.074,1571,0.781,0.087,1713,2426,0.086,0.041,759,119787500,76249.204,0,76,349,129,140,114,6,175,231,134,107,61,1686,115,785,786,51,271947500,55.5,22,98,1122,76,56,322
44007003300,2010,4132,3952,0.809969636,0.028593117,0,302,70,0.038,1886,0.792,0.104,2253,3134,0,0.021,1043,167181900,88643.637,0,76,363,256,78,163,0,31,313,220,53,49,2238,352,770,1116,238,391487500,107,91,128,1074,49,14,470
44007003400,2010,4769,4926,0.92001624,0.017864393,0,189,0,0.016,2065,0.825,0.065,3288,3684,0.022,0.02,1288,347905800,168477.385,14,57,368,121,237,304,0,94,178,143,84,192,2219,154,501,1564,391,907650000,120.5,63,177,1468,0,20,112
44007003500,2010,4474,4855,0.840782698,0.051081359,0,378,0,0.032,2488,0.735,0.162,2693,3677,0.038,0.005,804,207236800,83294.534,35,496,536,249,99,294,22,159,465,196,126,219,2646,158,1546,942,1116,412307500,86.5,83,172,1043,91,118,782
44007003601,2010,3031,2308,0.675909879,0.02339688,66,382,75,0.081,912,0.514,0.212,787,1021,0.047,0,255,108083500,118512.61,7,667,87,60,39,33,27,408,100,86,54,7,1188,276,585,327,438,241637500,15.5,6,99,1094,104,116,268
44007003602,2010,5937,6710,0.721460507,0.070789866,13,1018,143,0.061,688,0.462,0.117,755,1060,0.04,0,267,85658000,124502.907,1895,1137,42,56,78,23,1628,685,201,57,37,55,907,219,339,349,289,261945000,20.5,11,63,1292,133,11,114
44007003700,2010,3573,3691,0.775941479,0.037659171,0,471,116,0.026,1877,0.649,0.196,1555,2508,0.065,0.015,567,110219200,58720.938,31,509,273,83,56,114,8,404,409,263,150,63,2088,211,1295,582,496,248675000,23.5,136,167,1058,192,96,512
44007010101,2010,3870,3926,0.922567499,0.020376974,0,10,150,0.036,1604,0.877,0.106,1010,2892,0.068,0.006,965,104694900,65271.135,13,151,158,109,144,124,28,95,225,116,142,83,1722,118,528,1076,273,322275000,64,158,143,822,39,29,258
44007010102,2010,3424,3556,0.92575928,0.021653543,40,0,25,0.02,1599,0.904,0.055,956,2669,0.057,0.008,948,140485300,87858.224,29,57,153,41,211,330,9,26,108,77,132,203,1658,59,484,1115,384,321610000,71,67,92,578,25,32,76
44007010200,2010,6600,6686,0.81573437,0.06236913,29,72,427,0.019,2839,0.855,0.102,683,5045,0.08,0,1538,153779100,54166.643,47,221,276,230,267,474,43,182,250,210,128,111,2991,152,1612,1227,568,288920000,115,163,201,787,125,179,330
44007010300,2010,4090,4284,0.804855275,0.095704949,19,59,136,0.108,1756,0.945,0.052,425,3225,0.059,0.053,1098,96643500,55036.162,57,45,187,146,194,302,19,143,183,128,170,148,1958,202,634,1122,330,296292500,115.5,89,147,604,91,63,42
44007010400,2010,6661,6866,0.843577046,0.084911156,7,47,50,0.04,2875,0.859,0.126,733,4793,0.102,0.026,1795,151931000,52845.565,66,249,269,225,289,346,62,310,265,197,237,279,3034,159,1591,1284,626,317610000,118.5,99,186,872,138,83,600
44007010501,2010,4661,4543,0.767334361,0.086726832,0,52,211,0.085,1836,0.873,0.113,658,3044,0.133,0.072,1282,107185600,58379.956,44,104,258,168,200,244,33,92,83,101,189,158,1903,67,753,1083,582,304397500,50.5,118,156,424,86,70,74
44007010502,2010,4731,4868,0.861544782,0.065529992,7,123,45,0.009,2211,0.824,0.152,1256,3946,0.053,0.006,1005,139620200,63147.987,12,65,368,226,155,602,15,125,93,206,223,180,2288,77,1174,1037,707,294287500,90,57,169,963,74,78,322
44007010600,2010,6367,5976,0.905287818,0.004852744,51,77,91,0.062,2712,0.893,0.083,893,4407,0.104,0.034,1479,186663200,68828.614,27,194,144,140,243,220,34,220,174,128,250,240,3112,400,1089,1623,719,440035000,117.5,153,174,694,52,94,348
44007010701,2010,2378,2509,0.978876046,0,0,0,15,0.024,1004,0.969,0.022,409,1798,0.095,0.008,706,69433100,69156.474,11,118,68,67,154,134,0,46,117,32,105,102,1029,25,209,795,132,210995000,51.5,87,102,1035,40,17,126
44007010702,2010,4255,4277,0.935234978,0.023147066,15,33,18,0.012,1835,0.918,0.045,971,3281,0.081,0.004,1110,129859700,70768.229,7,114,207,150,137,352,0,87,186,115,118,173,1847,12,291,1544,132,378530000,97,110,189,897,40,33,82
44007010800,2010,4763,3977,0.672868997,0.214483279,31,0,369,0.483,1701,0.916,0.081,131,2393,0.104,0.075,1042,56074900,32965.844,117,216,127,131,179,179,43,158,244,56,58,86,2067,366,1301,400,687,107275000,66.5,77,107,655,199,167,244
44007010900,2010,4903,4795,0.766214807,0.057768509,0,32,674,0.599,1610,0.897,0.06,146,3044,0.066,0.05,1050,69534100,43188.882,23,220,280,154,48,168,55,189,475,128,76,69,1903,293,1243,367,265,89787500,17,90,84,786,73,150,242
44007011000,2010,5534,6180,0.784142395,0.074919094,0,0,730,0.656,1962,0.941,0.045,373,3679,0.082,0.07,1422,92595700,47194.546,49,222,316,193,81,173,85,303,261,400,203,21,2261,299,1464,498,323,118647500,50.5,32,127,828,83,200,326
44007011100,2010,4176,4439,0.553052489,0.230232034,0,54,799,0.526,1348,0.9,0.06,209,2548,0.066,0.059,1031,51437800,38158.605,101,132,231,184,89,105,52,168,172,116,64,66,1607,259,958,390,290,86237500,40.5,46,117,840,111,188,224
44007011200,2010,5673,5525,0.929773756,0.059366516,0,7,11,0.083,2214,0.929,0.041,391,3713,0.026,0.033,1433,116718900,52718.564,21,253,194,112,146,471,158,276,215,77,177,196,2491,277,1023,1191,340,321577500,104,135,200,821,60,57,442
44007011301,2010,4255,4425,0.945762712,0.029378531,0,31,0,0.011,1719,0.938,0.052,739,3138,0.054,0.02,1065,122330100,71163.525,0,78,175,172,169,193,54,111,259,198,109,159,1815,96,600,1119,292,351107500,84,76,186,995,13,77,120
44007011302,2010,4012,4170,0.982014388,0,0,13,19,0.005,1492,0.97,0.017,939,2986,0.025,0,1132,139702000,93634.048,75,62,71,158,163,173,35,125,128,131,126,153,1524,32,104,1388,0,420090000,66.5,91,176,536,8,8,16
44007011401,2010,8314,7971,0.914439844,0.001881822,27,388,101,0.03,3139,0.925,0.046,2664,5660,0.087,0,2180,321435600,102400.637,11,178,171,170,369,496,114,217,138,133,260,362,3300,161,609,2530,670,967617500,252.5,157,249,971,36,60,88
44007011402,2010,4093,4171,0.965236154,0,0,82,35,0.013,1456,0.943,0.028,1518,2906,0.036,0.013,1192,178333600,122481.868,46,87,59,79,138,238,10,67,33,50,172,92,1496,40,73,1383,10,569412500,85,49,159,1125,0,0,16
44007011403,2010,7159,7029,0.966282544,0,92,11,71,0.02,2964,0.971,0.027,1618,4992,0.067,0.011,1962,219975900,74215.891,28,99,189,219,289,432,133,114,134,189,148,269,2989,25,556,2408,508,672847500,214.5,219,222,614,40,90,52
44007011500,2010,6151,5940,0.943602694,0.037373737,0,75,0,0.011,2632,0.917,0.072,1741,4340,0.055,0.005,1511,203731700,77405.661,43,253,210,162,188,507,0,159,298,90,205,256,2779,147,1095,1537,1059,514277500,105,102,164,875,28,85,490
44007011600,2010,6021,6302,0.913995557,0.027134243,0,219,54,0.004,2312,0.947,0.035,1791,4357,0.044,0.012,1715,283645200,122683.91,145,173,66,253,296,323,78,200,108,142,219,132,2342,30,264,2048,216,917167500,106.5,92,211,1083,15,31,128
44007011701,2010,4745,4807,0.949864781,0.019554816,0,25,0,0,1893,0.966,0.025,1015,3520,0.05,0.031,1267,154127500,81419.704,26,189,220,104,280,176,41,77,211,100,212,162,2093,200,506,1387,199,472750000,52,154,116,672,69,65,96
44007011702,2010,4188,4071,0.962908376,0.007860477,14,0,37,0.022,1523,0.944,0.052,876,2790,0.081,0,1072,120790800,79311.097,57,64,136,122,167,172,67,142,145,106,65,98,1608,85,364,1159,86,343202500,100.5,68,127,948,45,52,56
44007011800,2010,6734,6708,0.837805605,0.093172332,0,144,240,0.069,2755,0.91,0.064,769,4741,0.085,0,1567,177590900,64461.307,62,184,298,182,247,241,148,150,222,191,205,174,2875,120,917,1838,515,431567500,198.5,111,274,868,128,120,166
44007011901,2010,3122,2859,0.862889122,0.075201119,0,34,23,0.026,1249,0.915,0.085,443,2164,0.09,0.017,701,67049800,53682.786,24,38,93,65,88,125,8,109,109,67,78,160,1322,73,390,859,315,268437500,78,90,223,731,0,0,120
44007011902,2010,4780,4811,0.987736437,0,0,13,46,0.035,2325,0.927,0.062,1166,3971,0.066,0,1300,174347000,74987.957,12,186,34,107,509,451,14,52,149,111,300,204,2489,164,565,1760,771,525662500,100,152,274,1137,0,77,312
44007012000,2010,5935,6285,0.888782816,0.075894988,0,92,130,0.068,2537,0.905,0.079,1336,4358,0.064,0.004,1747,183030300,72144.383,83,275,216,241,215,351,49,108,110,216,228,212,2618,81,688,1849,374,481065000,143.5,62,279,987,55,91,234
44007012102,2010,4325,4570,0.873304158,0.051422319,0,98,205,0.133,2031,0.925,0.067,750,3316,0.092,0.068,1096,109069200,53702.216,13,89,268,143,206,176,14,124,133,166,170,89,2031,0,836,1195,477,303920000,99.5,106,232,841,100,191,144
44007012103,2010,2964,3038,0.849572087,0.087886768,0,81,63,0.043,1519,0.747,0.185,581,2195,0.038,0.006,654,69945200,46046.873,0,241,82,87,187,430,42,124,86,40,66,174,1564,45,968,551,915,145625000,42.5,13,99,946,72,156,346
44007012104,2010,4218,3973,0.814246162,0.106468663,0,260,0,0.081,1800,0.89,0.073,827,2889,0.116,0.036,969,96277600,53487.556,19,134,106,172,176,176,21,136,177,275,94,144,1851,51,974,826,608,217160000,49.5,58,169,808,79,149,346
44007012200,2010,7187,6852,0.93461763,0,16,231,67,0.019,2711,0.881,0.101,1295,4890,0.062,0,1869,216910600,80011.287,75,189,103,132,184,496,50,215,80,122,285,209,2739,28,655,2056,444,700780000,154,239,349,1293,139,99,324
44007012300,2010,6656,6598,0.874204304,0.012124886,0,163,320,0.057,2620,0.949,0.046,919,4876,0.083,0.006,1750,163892300,62554.313,26,148,161,219,322,423,23,195,311,160,312,125,2829,209,553,2067,177,505670000,194.5,147,274,1014,51,77,290
44007012401,2010,6950,6759,0.905015535,0.01183607,41,475,23,0.043,2591,0.885,0.109,1311,5232,0.059,0.005,1779,176093700,67963.605,9,174,287,163,364,766,39,83,261,320,195,246,2847,256,523,2068,314,507257500,196,125,297,841,44,39,84
44007012402,2010,2486,2917,0.848817278,0.007199177,0,18,388,0.175,1067,0.852,0.137,335,2031,0.064,0.007,709,70427200,66004.873,0,36,49,161,89,257,33,66,159,75,60,108,1098,31,243,824,57,233290000,77,88,114,882,0,5,108
44007012500,2010,5490,5626,0.911660149,0,0,94,256,0.062,2338,0.886,0.1,683,4020,0.153,0.07,1335,122617300,52445.381,52,129,63,194,309,446,36,198,148,110,154,221,2387,49,1075,1263,868,306705000,85,104,307,608,70,106,316
44007012601,2010,4409,4936,0.914708266,0.031401945,18,94,56,0.046,684,0.876,0.018,465,1394,0.1,0,484,63478000,92804.094,540,698,0,51,61,48,679,1276,55,30,84,12,719,35,46,638,107,247437500,32,95,80,0,0,0,0
44007012602,2010,6997,6396,0.974828018,0,0,121,16,0.033,2846,0.908,0.085,1369,4927,0.108,0.014,1846,219395000,77088.897,26,85,191,224,346,390,60,118,188,188,220,258,3077,231,690,2156,409,666290000,106.5,165,375,831,11,72,288
44007012701,2010,5383,5371,0.982870974,0.001303295,0,29,39,0.01,1894,0.886,0.071,1457,3907,0.066,0.006,1375,183083900,96665.206,30,194,80,111,193,568,52,76,61,64,129,295,2015,121,406,1488,445,548700000,151.5,39,123,963,0,163,100
44007012702,2010,4641,4774,0.947004608,0.034981148,0,28,0,0.002,1897,0.933,0.059,1329,3503,0.059,0.017,1264,171522200,90417.607,28,88,161,69,306,275,17,126,129,63,195,203,1930,33,215,1682,263,527937500,110,174,150,789,52,45,20
44007012801,2010,4800,4212,0.956552707,0,0,136,27,0.009,1691,0.921,0.073,972,3299,0.031,0,1075,135030600,79852.513,48,73,137,118,268,614,10,43,17,81,125,185,1779,88,560,1131,382,372075000,87.5,47,130,900,20,71,200
44007012802,2010,2391,2446,0.988552739,0,0,0,0,0.022,922,0.893,0.074,426,1758,0.042,0,638,69421000,75293.926,43,62,23,37,88,82,8,51,31,56,72,55,1027,105,184,738,35,213625000,55,69,41,851,9,22,16
44007012803,2010,4776,5110,0.95518591,0.00665362,17,40,38,0.003,1752,0.982,0.009,1101,3485,0.038,0.005,1445,176415300,100693.664,18,233,32,91,215,105,49,91,25,150,155,168,1868,116,101,1651,0,628810000,122.5,92,224,1148,38,0,52
44007012900,2010,4937,5006,0.9446664,0.002796644,52,81,69,0.012,1905,0.895,0.103,581,3690,0.102,0.006,1231,120578600,63295.853,49,136,193,92,119,362,8,129,229,102,91,150,2119,214,814,1091,234,282035000,119,142,50,781,21,91,106
44007013001,2010,3479,3551,0.973528583,0.004505773,0,35,0,0.019,1139,0.869,0.088,588,2634,0.079,0.01,878,106251500,93284.899,18,98,64,83,84,83,32,112,51,81,100,20,1213,74,89,1050,9,359750000,101,12,50,907,0,0,30
44007013002,2010,7539,7414,0.971810089,0.005799838,0,32,64,0.03,2633,0.909,0.071,1439,5122,0.071,0.028,1978,205451700,78029.51,93,214,95,353,154,285,49,226,153,229,243,105,2826,193,469,2164,64,635837500,165,153,341,755,12,98,172
44007013101,2010,4590,4685,0.965635005,0.013020277,0,0,26,0.011,1737,0.926,0.063,918,3202,0.039,0.01,1315,145142800,83559.47,19,173,88,152,98,101,101,195,76,115,218,45,1963,226,200,1537,57,475092500,107,99,194,837,9,27,12
44007013102,2010,5156,5120,0.967382813,0,88,0,0,0,1902,0.963,0.015,1092,3498,0.062,0.036,1382,162176100,85266.088,31,88,52,195,171,170,117,246,49,169,159,130,2089,187,135,1767,30,578895000,151,45,252,862,17,15,28
44007013201,2010,4532,4592,0.965592334,0,23,0,0,0.036,1710,0.939,0.007,813,3076,0.109,0,1373,130429800,76274.737,66,77,57,87,163,168,42,178,45,37,145,103,1759,49,370,1340,62,489695000,94.5,46,202,941,68,56,140
44007013202,2010,5797,5745,0.962750218,0.003481288,0,13,32,0.011,1974,0.907,0.045,1200,4046,0.12,0.005,1526,184354100,93391.135,6,109,21,222,219,157,89,81,105,119,280,109,2123,149,315,1659,46,641197500,75,92,147,901,11,10,72
44007013300,2010,4606,4556,0.935689201,0.026997366,0,0,63,0.024,1635,0.964,0.025,921,3083,0.098,0.017,1268,155949200,95381.774,35,58,96,43,193,95,55,246,29,43,144,121,1690,55,168,1467,29,522242500,112,112,170,727,8,13,108
44007013400,2010,3868,4119,0.916970138,0.008497208,24,70,66,0.044,1856,0.887,0.068,1833,3252,0.076,0.01,977,159143100,85745.205,30,34,107,177,115,417,0,42,104,141,130,137,1935,79,639,1217,285,465440000,101,100,187,893,52,118,210
44007013500,2010,4700,5182,0.60999614,0.118294095,34,608,609,0.162,1741,0.75,0.127,916,2881,0.079,0.008,1043,106852000,61373.923,242,400,153,179,268,71,221,332,130,92,160,33,2049,308,730,1011,259,281937500,94.5,74,89,948,17,122,218
44007013600,2010,2973,3243,0.810360777,0.062904718,0,83,269,0.111,1186,0.962,0.028,415,2063,0.094,0.046,808,74499700,62815.936,68,122,118,70,71,80,6,118,69,78,40,47,1220,34,371,815,162,188330000,54.5,89,115,746,25,68,80
44007013701,2010,4138,4296,0.694134078,0.080074488,77,414,334,0.202,1565,0.874,0.114,694,2638,0.066,0.064,1068,82920900,52984.601,49,115,265,138,77,109,21,112,223,134,93,84,1758,193,670,895,57,205030000,90,66,223,977,113,157,186
44007013702,2010,2799,2391,0.854872438,0.030531159,53,200,0,0,1083,0.937,0.063,601,1851,0.07,0.012,582,76037100,70209.695,21,14,83,78,53,94,31,28,75,62,52,39,1227,144,340,743,0,172870000,43,37,110,924,30,35,70
44007013800,2010,4768,4887,0.914057704,0.012482095,22,50,238,0.063,2044,0.926,0.045,1044,3620,0.065,0.011,1222,141838600,69392.661,23,139,251,106,146,306,49,174,236,279,153,129,2162,118,604,1440,397,351995000,89,37,193,1173,87,67,242
44007013900,2010,2992,3030,0.843234323,0.031683168,14,150,197,0.1,1465,0.921,0.042,758,2375,0.028,0.017,768,83934100,57292.901,0,9,173,53,146,314,42,99,61,98,74,151,1533,68,574,891,339,240532500,74.5,32,115,921,29,85,264
44007014000,2010,5772,5640,0.755141844,0.05035461,0,837,232,0.135,2194,0.907,0.07,981,4056,0.133,0.039,1211,135186300,61616.363,60,153,168,184,189,405,117,90,124,253,71,153,2352,158,444,1750,126,391887500,149,176,424,831,62,30,216
44007014100,2010,5052,4399,0.685383042,0.035235281,0,402,645,0.244,1752,0.887,0.066,545,2730,0.093,0.017,1068,93637700,53446.176,8,122,226,147,48,173,46,176,131,76,154,72,2114,362,828,924,284,250372500,61.5,96,236,806,101,82,218
44007014200,2010,5715,6711,0.644017285,0.153330353,128,262,566,0.137,810,0.716,0.201,524,5208,0.034,0.014,492,49176000,60711.111,0,106,95,39,261,123,234,580,709,561,170,89,844,34,143,667,58,160837500,51,49,142,750,0,21,68
